,location,continent,date,latitude,longitude,temperature_2m,surface_pressure,dewpoint_temperature_2m,v_wind_10m,u_wind_10m,evaporation,runoff,total_percipitation,snowfall,snow_depth,soil_temperature_level_1,soil_type
636,"Perth, Australia",Oceania,2022-10-01,-32.0,115.75,288.75183,101466.01,283.45544,4.6140385,0.2268629,-0.0001199604,5.1259995e-06,9.214878e-05,0.0,0.0,290.89014,1
637,"Sao Paulo, Brazil",South America,2022-10-01,-23.5,313.25,294.0702,92748.01,289.32654,-0.90109825,-0.5382738,-0.00024639675,1.2516975e-05,0.00017476082,0.0,0.0,293.3374,4
638,"Rio de Janeiro, Brazil",South America,2022-10-01,-23.0,316.75,298.0155,101318.01,293.3031,-0.45773888,-0.7077074,-0.00018746266,1.0728836e-06,5.197525e-05,0.0,0.0,298.2163,3
639,"Lima, Peru",South America,2022-10-01,-12.0,283.0,288.90027,96781.01,284.8285,2.4948978,0.045222282,-2.2581313e-05,7.1525574e-07,1.7642975e-05,0.0,0.0,290.937,4
640,"Nairobi, Kenya",Africa,2022-10-01,-1.25,36.75,299.60144,82865.01,282.4281,0.5329838,-3.6837816,-0.00012826035,2.3841858e-07,9.059906e-06,0.0,0.0,301.45068,2
641,"Singapore, Singapore",Asia,2022-10-01,1.25,103.75,300.84363,100845.01,296.80115,-0.81027794,0.9685621,-0.00012358138,0.0,0.00023663044,0.0,0.0,302.33545,0
642,"Bogota, Colombia",South America,2022-10-01,4.75,286.0,283.76355,73449.01,282.89685,0.35476112,-0.97772694,-3.1551812e-05,1.1920929e-05,5.042553e-05,0.0,0.0,284.29834,2
643,"Lagos, Nigeria",Africa,2022-10-01,6.5,3.5,301.30066,101049.01,297.78162,1.7258549,0.96807384,-0.00029546628,0.00011777878,0.00018775463,0.0,0.0,301.38232,1
644,"Bangkok, Thailand",Asia,2022-10-01,13.75,100.5,301.5155,100972.01,297.05505,-0.85715294,-0.40399647,-2.5919173e-05,2.8729439e-05,0.00016832352,0.0,0.0,302.75928,4
645,"Mumbai, India",Asia,2022-10-01,19.0,73.0,302.11316,100582.01,296.6195,-0.9538326,1.7581129,-0.0001238049,0.00012731552,0.00036346912,0.0,0.0,301.8413,2
646,"Mexico City, Mexico",North America,2022-10-01,19.5,260.75,283.39246,75396.01,282.3578,-0.124731064,0.6209059,-1.7196871e-06,1.001358e-05,3.4213066e-05,0.0,0.0,284.9917,3
647,"Dubai, UAE",Asia,2022-10-01,25.25,55.25,306.64246,100681.01,293.90076,-4.005102,2.1414137,-9.7310636e-05,0.0,0.0,0.0,0.0,313.5796,7
648,"Miami, FL",North America,2022-10-01,25.75,279.75,297.19714,101462.01,294.0277,-1.9684811,-0.3200121,-0.00012031803,4.887581e-06,0.00011575222,0.0,0.0,298.8589,1
649,"Cairo, Egypt",Africa,2022-10-01,30.0,31.25,302.8241,100251.01,286.69373,-2.5666256,1.322566,-6.0236547e-05,0.0,1.4305115e-06,0.0,0.0,305.82178,2
650,"Los Angeles, CA",North America,2022-10-01,34.0,241.75,289.3534,99890.01,285.02185,0.212183,-0.5045824,-4.744623e-06,0.0,5.1259995e-06,0.0,0.0,290.8628,2
651,"Tokyo, Japan",Asia,2022-10-01,35.75,139.75,289.9784,102033.01,286.8402,-1.5636959,0.2688551,-4.846463e-05,1.7642975e-05,0.00013566017,0.0,0.0,291.56982,3
652,"Seoul, South Korea",Asia,2022-10-01,37.5,127.0,285.81238,101106.01,282.37537,-0.88596153,0.6912184,-1.8379185e-05,6.401539e-05,0.00015735626,0.0,0.0,286.98584,4
653,"Beijing, China",Asia,2022-10-01,40.0,116.5,286.39636,102065.01,275.9652,0.41091347,0.04375744,-5.0873496e-06,1.1920929e-07,8.34465e-07,0.0,0.0,288.1714,2
654,"New York City, NY",North America,2022-10-01,40.75,286.0,283.71472,101633.01,281.5902,-1.4015865,0.074030876,-5.9715007e-05,2.69413e-05,0.00030982494,0.0,0.0,283.55225,3
655,"Chicago, IL",North America,2022-10-01,42.0,272.25,281.37488,99356.01,277.47107,0.9489994,1.3992262,-5.308399e-05,1.3113022e-06,2.4437904e-05,2.8312206e-07,0.0,282.8003,2
656,"Paris, France",Europe,2022-10-01,48.75,2.25,291.8534,100543.01,285.88123,2.0617924,1.1047926,-0.00016792724,1.9073486e-06,8.714199e-05,0.0,0.0,290.22803,3
657,"Vancouver, Canada",North America,2022-10-01,49.25,237.0,282.48425,99125.01,281.14685,0.13210487,-0.57880116,-1.2239907e-05,6.687641e-05,0.00026881695,0.0,0.0,282.27295,2
658,"London, United Kingdom",Europe,2022-10-01,51.5,0.0,289.69714,100815.01,284.5824,2.8659916,1.6814528,-0.00016505131,3.0994415e-06,5.7816505e-05,0.0,0.0,288.1792,3
659,"Moscow, Russia",Europe,2022-10-01,55.75,37.5,282.42957,99641.01,277.46326,0.74782753,2.1155348,-7.9697464e-05,7.5101852e-06,8.022785e-05,0.0,8.9645386e-05,281.82568,2
660,"Amundsen-Scott, Antarctica",Antarctica,2022-11-01,-90.0,0.0,235.1291,67561.2,231.27744,0.86119366,3.4400377,2.7776696e-07,0.0,4.2915344e-06,4.2915344e-06,10.0,225.79614,1
661,"McMurdo Station, Antarctica",Antarctica,2022-11-01,-77.75,166.75,258.6115,96268.2,254.36923,-1.1046267,-0.8402357,-1.1672964e-05,0.0,5.00679e-06,4.9471855e-06,4.0214233,256.53442,0
662,"Melbourne, Australia",Oceania,2022-11-01,-37.75,145.0,286.2951,100323.2,283.70908,0.12877178,1.522069,-3.90613e-05,2.3722649e-05,0.0002670288,0.0,0.0,287.5774,4
663,"Buenos Aires, Argentina",South America,2022-11-01,-34.5,301.5,293.9162,101674.2,287.71103,-1.2071657,-1.1795912,-0.00019600033,1.1920929e-07,3.2544136e-05,0.0,0.0,294.80786,0
664,"Cape Town, South Africa",Africa,2022-11-01,-34.0,18.5,292.9084,101129.2,285.75204,3.6644163,1.3819323,-8.3943596e-05,0.0,5.1259995e-06,0.0,0.0,294.65552,1
665,"Sydney, Australia",Oceania,2022-11-01,-33.75,151.25,290.42596,100942.2,285.50986,-0.8429079,0.06210804,-0.00011723279,5.4836273e-06,2.4795532e-05,0.0,0.0,291.42114,0
666,"Perth, Australia",Oceania,2022-11-01,-32.0,115.75,291.47675,101175.2,285.4122,4.118518,1.1485338,-9.988784e-05,4.2915344e-06,5.4836273e-06,0.0,0.0,293.4602,1
667,"Sao Paulo, Brazil",South America,2022-11-01,-23.5,313.25,293.2209,92687.2,287.8204,0.45054913,-1.821681,-0.00026555895,1.8239021e-05,6.043911e-05,0.0,0.0,293.40356,4
668,"Rio de Janeiro, Brazil",South America,2022-11-01,-23.0,316.75,297.5197,101248.2,292.37314,0.33238506,-0.23769665,-0.00022021472,1.0728836e-06,8.773804e-05,0.0,0.0,298.66333,3
669,"Lima, Peru",South America,2022-11-01,-12.0,283.0,290.45526,96732.2,286.52353,2.1981077,0.23007679,-1.7603626e-05,8.34465e-07,1.692772e-05,0.0,0.0,292.8059,4
670,"Nairobi, Kenya",Africa,2022-11-01,-1.25,36.75,296.80292,82812.2,285.86142,-0.71107197,-4.3749037,-0.00017905771,2.9802322e-06,0.000119924545,0.0,0.0,297.90942,2
671,"Singapore, Singapore",Asia,2022-11-01,1.25,103.75,300.5334,100790.2,297.0411,-1.5265017,0.6822252,-0.00011966168,0.0,0.00031626225,0.0,0.0,302.1848,0
672,"Bogota, Colombia",South America,2022-11-01,4.75,286.0,284.24823,73410.2,283.77353,0.29674053,-0.75625134,-3.3205142e-05,2.1219254e-05,4.1127205e-05,0.0,0.0,284.39966,2
673,"Lagos, Nigeria",Africa,2022-11-01,6.5,3.5,302.74432,100908.2,298.0587,1.3655882,0.88486195,-0.00034165918,6.2704086e-05,8.332729e-05,0.0,0.0,303.0735,1
674,"Bangkok, Thailand",Asia,2022-11-01,13.75,100.5,301.77948,100968.2,296.9493,0.056017876,-0.11220837,-2.5754562e-05,1.1205673e-05,0.0002965927,0.0,0.0,303.677,4
675,"Mumbai, India",Asia,2022-11-01,19.0,73.0,301.7951,100731.2,293.58994,-2.1949587,2.1133776,-0.00010413467,3.2901764e-05,0.0,0.0,0.0,301.37622,2
676,"Mexico City, Mexico",North America,2022-11-01,19.5,260.75,281.67792,75405.2,280.42392,0.25670147,0.9415026,6.055925e-07,5.722046e-06,3.4570694e-06,0.0,0.0,283.6184,3
677,"Dubai, UAE",Asia,2022-11-01,25.25,55.25,303.74432,101029.2,291.92978,-3.046033,2.837987,-9.230315e-05,0.0,6.556511e-06,0.0,0.0,309.24536,7
678,"Miami, FL",North America,2022-11-01,25.75,279.75,297.15643,101612.2,294.70517,-1.3722048,-1.3006849,-0.00010248064,5.9604645e-06,0.000103235245,0.0,0.0,298.46997,1
679,"Cairo, Egypt",Africa,2022-11-01,30.0,31.25,298.758,100393.2,282.16415,-1.5015993,1.1006823,-1.5755882e-05,0.0,0.0,0.0,0.0,300.91724,2
680,"Los Angeles, CA",North America,2022-11-01,34.0,241.75,282.67792,100146.2,276.0118,-1.1182985,-0.9271498,-1.07639935e-05,2.3841858e-07,4.553795e-05,0.0,0.0,284.2395,2
681,"Tokyo, Japan",Asia,2022-11-01,35.75,139.75,286.71112,101929.2,283.5118,-1.2696657,0.26669788,-2.8108945e-05,1.8239021e-05,0.00013911724,0.0,0.0,288.0559,3
682,"Seoul, South Korea",Asia,2022-11-01,37.5,127.0,281.65448,101098.2,276.83212,-0.5509157,0.8760729,-9.512296e-06,2.8133392e-05,0.00013792515,5.9604645e-07,0.0,282.5481,4
683,"Beijing, China",Asia,2022-11-01,40.0,116.5,279.63104,102037.2,270.0118,-0.39417744,0.32236195,-2.7471688e-06,3.5762787e-07,3.6001205e-05,0.0,0.0,281.15552,2
684,"New York City, NY",North America,2022-11-01,40.75,286.0,280.51776,101907.2,277.15244,-0.17542744,1.5821276,-4.1221967e-05,5.364418e-06,5.733967e-05,0.0,1.9073486e-06,280.0188,3
685,"Chicago, IL",North America,2022-11-01,42.0,272.25,277.02362,99529.2,272.57822,1.9090452,2.1846666,-4.9372902e-05,1.4305115e-06,0.000113248825,2.3335218e-05,0.00035572052,278.81958,2
686,"Paris, France",Europe,2022-11-01,48.75,2.25,284.4865,100034.2,281.40048,3.0638304,2.0884752,-0.000108962646,2.7418137e-06,0.00014090538,0.0,0.0,283.64966,3
687,"Vancouver, Canada",North America,2022-11-01,49.25,237.0,275.46307,99182.2,273.43173,-0.7159548,-1.0863295,-3.0120602e-05,7.355213e-05,0.0002501011,6.3568354e-05,0.0026378632,276.00513,2
688,"London, United Kingdom",Europe,2022-11-01,51.5,0.0,284.87323,100091.2,282.31064,3.0775023,2.0279284,-0.000102421036,6.914139e-06,0.0001834631,0.0,0.0,283.9348,3
689,"Moscow, Russia",Europe,2022-11-01,55.75,37.5,272.84003,100118.2,270.5958,-0.3560915,-0.059962273,-2.0300737e-05,7.867813e-06,3.2663345e-05,1.2606382e-05,0.0054979324,274.177,2
690,"Amundsen-Scott, Antarctica",Antarctica,2022-12-01,-90.0,0.0,244.53302,68210.734,240.86725,1.1473846,2.9977455,-2.544839e-07,0.0,1.13248825e-05,1.1354685e-05,10.0,230.03879,1
691,"McMurdo Station, Antarctica",Antarctica,2022-12-01,-77.75,166.75,267.77325,96429.734,263.73834,-0.38679504,-0.8899498,-1.0268064e-05,0.0,6.4373016e-06,6.5267086e-06,4.0214233,264.43332,0
692,"Melbourne, Australia",Oceania,2022-12-01,-37.75,145.0,288.6756,100400.734,284.3282,1.7582245,0.6701088,-4.0010782e-05,2.026558e-06,4.184246e-05,0.0,0.0,290.31418,4
693,"Buenos Aires, Argentina",South America,2022-12-01,-34.5,301.5,295.94122,101269.734,288.877,-0.83503723,-0.9187584,-0.00024579582,3.5762787e-07,6.258488e-05,0.0,0.0,297.7888,0
694,"Cape Town, South Africa",Africa,2022-12-01,-34.0,18.5,293.99396,101059.734,287.60944,3.9515839,1.0255775,-0.00013755378,0.0,2.4199486e-05,0.0,0.0,295.04465,1
695,"Sydney, Australia",Oceania,2022-12-01,-33.75,151.25,292.01935,100981.734,287.1192,0.8119354,-0.92022324,-0.00012333808,3.695488e-06,3.1352043e-05,0.0,0.0,292.97824,0
696,"Perth, Australia",Oceania,2022-12-01,-32.0,115.75,295.45685,100917.734,286.51764,5.4755096,0.48309708,-0.00011946377,3.5762787e-06,5.722046e-06,0.0,0.0,298.73605,1
697,"Sao Paulo, Brazil",South America,2022-12-01,-23.5,313.25,295.2049,92470.734,290.89264,-1.3985138,-0.14092636,-0.00025752303,2.4676323e-05,0.00015485287,0.0,0.0,294.84348,4
698,"Rio de Janeiro, Brazil",South America,2022-12-01,-23.0,316.75,299.03888,100961.734,294.19342,-0.3101349,-1.4265709,-0.00020346162,1.5497208e-06,0.00017046928,0.0,0.0,299.27902,3
699,"Lima, Peru",South America,2022-12-01,-12.0,283.0,292.37677,96602.734,289.87506,1.3519745,0.07440567,-1.4932128e-05,8.34465e-07,9.655952e-06,0.0,0.0,294.5427,4
700,"Nairobi, Kenya",Africa,2022-12-01,-1.25,36.75,297.66193,82776.734,285.28522,-0.92048645,-4.058895,-0.00020365533,5.00679e-06,0.00014817715,0.0,0.0,298.78293,2
701,"Singapore, Singapore",Asia,2022-12-01,1.25,103.75,299.8924,100803.734,296.48444,-3.0806427,-0.60528183,-0.00015720841,0.0,0.00033307076,0.0,0.0,301.73215,0
702,"Bogota, Colombia",South America,2022-12-01,4.75,286.0,283.1834,73362.734,282.58014,0.37394714,-1.081356,-1.9953819e-05,2.69413e-05,2.8371811e-05,0.0,0.0,283.31418,2
703,"Lagos, Nigeria",Africa,2022-12-01,6.5,3.5,302.90997,100898.734,294.68365,1.0707245,-0.033992767,-0.0003020328,3.0398369e-05,5.0783157e-05,0.0,0.0,303.32394,1
704,"Bangkok, Thailand",Asia,2022-12-01,13.75,100.5,300.47443,101139.734,294.19733,-1.0513458,-0.1711998,-2.303836e-05,4.6491623e-06,8.821487e-06,0.0,0.0,302.03488,4
705,"Mumbai, India",Asia,2022-12-01,19.0,73.0,301.6502,100703.734,293.2149,-2.2554474,2.5895424,-0.0001043689,1.5616417e-05,4.7683716e-07,0.0,0.0,301.7263,2
706,"Mexico City, Mexico",North America,2022-12-01,19.5,260.75,279.00177,75392.734,277.10358,0.3695526,0.86639786,3.1176023e-07,3.8146973e-06,1.0728836e-06,0.0,0.0,281.238,3
707,"Dubai, UAE",Asia,2022-12-01,25.25,55.25,299.38068,101235.734,288.34576,-2.6797638,2.1710854,-0.00011503813,1.1920929e-07,4.4226646e-05,0.0,0.0,304.0212,7
708,"Miami, FL",North America,2022-12-01,25.75,279.75,293.93732,101894.734,290.58014,-1.7881622,-0.9656334,-0.00013567624,4.7683716e-06,5.9962273e-05,0.0,0.0,295.8923,1
709,"Cairo, Egypt",Africa,2022-12-01,30.0,31.25,296.18536,100618.734,281.78717,-1.8394318,0.43475723,-1.701829e-05,1.1920929e-07,1.2755394e-05,0.0,0.0,297.32785,2
710,"Los Angeles, CA",North America,2022-12-01,34.0,241.75,281.93732,100226.734,278.70905,-0.62312317,-0.8982506,-5.72321e-06,7.1525574e-07,0.000118494034,0.0,0.0,283.03293,2
711,"Tokyo, Japan",Asia,2022-12-01,35.75,139.75,279.71075,101641.734,274.71295,-2.1724396,1.121769,-4.4823857e-05,1.5735626e-05,6.556511e-05,0.0,0.0001411438,281.78098,3
712,"Seoul, South Korea",Asia,2022-12-01,37.5,127.0,269.58966,101404.734,263.73834,-1.0098419,1.2750893,-4.590722e-06,1.6093254e-05,1.0728836e-06,8.046627e-07,0.0015144348,273.1013,4
713,"Beijing, China",Asia,2022-12-01,40.0,116.5,269.59357,102614.734,255.71881,-0.24909973,0.8449135,-1.1038501e-06,1.1920929e-07,1.1920929e-06,1.1622906e-06,0.0,272.86887,2
714,"New York City, NY",North America,2022-12-01,40.75,286.0,274.3416,101915.734,270.78326,-0.421463,1.2164955,-2.9773684e-05,7.1525574e-06,7.665157e-05,5.9604645e-08,0.00023365021,274.3044,3
715,"Chicago, IL",North America,2022-12-01,42.0,272.25,270.9588,99475.734,267.1856,1.3177948,2.1798744,-4.28271e-05,1.1920929e-06,5.221367e-05,1.0073185e-05,0.0013341904,273.46848,2
716,"Paris, France",Europe,2022-12-01,48.75,2.25,278.86115,100133.734,276.38287,1.5648651,0.69696426,-5.9844228e-05,2.503395e-06,8.2850456e-05,2.9802322e-08,7.6293945e-06,277.81027,3
717,"Vancouver, Canada",North America,2022-12-01,49.25,237.0,273.08185,98716.734,271.3106,-0.8335724,-1.9539146,-2.6599737e-05,0.0002361536,0.0005351305,0.00017166138,0.010133743,275.36496,2
718,"London, United Kingdom",Europe,2022-12-01,51.5,0.0,279.03302,100472.734,277.15436,1.1976776,0.78583145,-5.1186653e-05,7.5101852e-06,0.00014686584,8.940697e-08,0.00094795227,277.21262,3
719,"Moscow, Russia",Europe,2022-12-01,55.75,37.5,269.40607,100115.734,267.23248,1.4979706,-0.052059174,-7.0494134e-06,1.13248825e-05,0.000100016594,8.702278e-05,0.026494026,271.20676,2
720,"Amundsen-Scott, Antarctica",Antarctica,2023-01-01,-90.0,0.0,242.65665,68108.28,238.97223,-0.24274158,3.2372322,1.8626451e-09,0.0,5.2452087e-06,5.2452087e-06,10.0,232.26517,1
721,"McMurdo Station, Antarctica",Antarctica,2023-01-01,-77.75,166.75,267.26797,96609.28,263.5406,-0.26715565,-1.0484123,-9.668991e-06,0.0,3.4093857e-05,3.4168363e-05,4.0214233,265.8179,0
722,"Melbourne, Australia",Oceania,2023-01-01,-37.75,145.0,291.17032,100318.28,286.43707,2.3168287,0.28850174,-3.8070604e-05,1.1920929e-06,2.3841858e-06,0.0,0.0,293.1558,4
723,"Buenos Aires, Argentina",South America,2023-01-01,-34.5,301.5,297.61368,101235.28,290.78473,-0.7910814,-1.1944084,-0.00020074658,0.0,1.3113022e-05,0.0,0.0,298.86282,0
724,"Cape Town, South Africa",Africa,2023-01-01,-34.0,18.5,294.49258,101014.28,287.857,4.8490553,0.57170486,-8.059852e-05,0.0,9.536743e-07,0.0,0.0,295.5718,1
725,"Sydney, Australia",Oceania,2023-01-01,-33.75,151.25,294.5336,100870.28,291.1812,0.9369459,-1.9234123,-0.00011689775,2.7418137e-06,0.00014579296,0.0,0.0,295.6597,0
726,"Perth, Australia",Oceania,2023-01-01,-32.0,115.75,297.36954,100824.28,287.52692,5.369075,0.76701736,-0.00011671893,2.861023e-06,4.7683716e-07,0.0,0.0,300.9644,1
727,"Sao Paulo, Brazil",South America,2023-01-01,-23.5,313.25,295.71915,92569.28,291.9605,-2.023015,0.8104744,-0.00023102574,2.9444695e-05,0.00010228157,0.0,0.0,295.35696,4
728,"Rio de Janeiro, Brazil",South America,2023-01-01,-23.0,316.75,299.9965,101000.28,295.65778,-1.1250658,-0.6787834,-0.00022741966,1.1086464e-05,0.00013113022,0.0,0.0,300.14993,3
729,"Lima, Peru",South America,2023-01-01,-12.0,283.0,293.1215,96603.28,290.73785,0.9979811,-0.15095139,-1.4198944e-05,4.7683716e-07,1.7881393e-06,0.0,0.0,294.7632,4
730,"Nairobi, Kenya",Africa,2023-01-01,-1.25,36.75,299.26212,82787.28,282.4234,-1.4751635,-4.547924,-0.00015452318,2.3841858e-07,8.225441e-06,0.0,0.0,300.4683,2
731,"Singapore, Singapore",Asia,2023-01-01,1.25,103.75,299.6586,100872.28,296.53278,-3.6470385,-0.3379631,-0.00013564341,0.0,0.0003761053,0.0,0.0,300.95462,0
732,"Bogota, Colombia",South America,2023-01-01,4.75,286.0,282.9633,73417.28,282.58942,0.44182873,-1.2427483,-1.1278316e-05,2.1576881e-05,2.9206276e-05,0.0,0.0,283.1519,2
733,"Lagos, Nigeria",Africa,2023-01-01,6.5,3.5,303.08633,100941.28,295.00543,1.2347975,0.72600174,-0.00023984723,1.5258789e-05,3.516674e-05,0.0,0.0,303.83353,1
734,"Bangkok, Thailand",Asia,2023-01-01,13.75,100.5,300.5375,101169.28,293.13434,-0.73053455,-0.41559982,-2.4391338e-05,3.5762787e-06,3.5762787e-07,0.0,0.0,302.11868,4
735,"Mumbai, India",Asia,2023-01-01,19.0,73.0,299.67032,100888.28,290.398,-2.4400072,2.9750252,-0.00012300722,8.583069e-06,0.0,0.0,0.0,299.86673,2
736,"Mexico City, Mexico",North America,2023-01-01,19.5,260.75,278.20352,75391.28,275.69684,0.67864513,0.9413338,1.0617077e-07,2.503395e-06,2.026558e-06,0.0,0.0,280.5386,3
737,"Dubai, UAE",Asia,2023-01-01,25.25,55.25,296.1586,101483.28,285.85504,-2.5156908,-0.017162323,-0.00012998097,2.3841858e-07,9.75132e-05,0.0,0.0,300.2261,7
738,"Miami, FL",North America,2023-01-01,25.75,279.75,293.08633,101960.28,289.40778,-0.21344471,-0.69343185,-0.00011017732,3.5762787e-06,1.2397766e-05,0.0,0.0,294.58548,1
739,"Cairo, Egypt",Africa,2023-01-01,30.0,31.25,294.30118,100615.28,279.2105,-1.0127611,1.0951424,-1.7670915e-05,0.0,1.1205673e-05,0.0,0.0,295.30032,2
740,"Los Angeles, CA",North America,2023-01-01,34.0,241.75,281.59805,100182.28,278.45074,-0.6611986,-0.97224045,-9.937212e-06,3.4570694e-05,0.0002361536,0.0,0.0,282.84525,2
741,"Tokyo, Japan",Asia,2023-01-01,35.75,139.75,277.89493,101750.28,272.45856,-2.6655931,0.9047127,-3.748946e-05,1.3709068e-05,3.2544136e-05,1.3411045e-06,0.00021457672,279.85696,3
742,"Seoul, South Korea",Asia,2023-01-01,37.5,127.0,270.76016,101356.28,265.34528,-0.55621815,0.8622322,-5.4519624e-06,1.2874603e-05,7.176399e-05,2.8178096e-05,0.0018463135,273.4683,4
743,"Beijing, China",Asia,2023-01-01,40.0,116.5,270.68985,102466.28,256.97418,-0.40778065,0.49602127,-1.4286488e-06,2.3841858e-07,1.180172e-05,3.5762787e-07,4.7683716e-06,272.45853,2
744,"New York City, NY",North America,2023-01-01,40.75,286.0,276.62735,101324.28,273.72418,-0.46979237,1.1903572,-1.2276694e-05,1.0251999e-05,7.4863434e-05,2.8908253e-06,1.8119812e-05,276.82376,3
745,"Chicago, IL",North America,2023-01-01,42.0,272.25,272.35,99252.28,269.74176,-0.06061268,1.254322,-1.7596409e-05,1.1920929e-06,7.736683e-05,3.5598874e-05,0.002040863,274.06985,2
746,"Paris, France",Europe,2023-01-01,48.75,2.25,279.8754,100571.28,277.20074,1.017024,2.537037,-7.5800344e-05,3.0994415e-06,7.6293945e-05,1.0877848e-06,9.536743e-06,279.3882,3
747,"Vancouver, Canada",North America,2023-01-01,49.25,237.0,277.0883,98942.28,275.50348,-0.74615955,-1.7017326,-1.4437363e-05,0.0003632307,0.0003412962,4.5597553e-06,0.0008029938,277.73392,2
748,"London, United Kingdom",Europe,2023-01-01,51.5,0.0,280.26016,100787.28,277.53668,1.5433912,3.0624275,-6.867759e-05,1.04904175e-05,6.520748e-05,4.4703484e-08,0.00028419495,278.8394,3
749,"Moscow, Russia",Europe,2023-01-01,55.75,37.5,268.67618,100142.28,266.2984,2.8881178,0.53606033,-1.8088147e-05,1.7046928e-05,2.2411346e-05,1.4707446e-05,0.04255581,272.605,2
750,"Amundsen-Scott, Antarctica",Antarctica,2023-02-01,-90.0,0.0,233.48288,68561.45,229.86787,-0.72513294,2.6630974,2.7823262e-07,0.0,4.887581e-06,4.917383e-06,10.0,231.82878,1
751,"McMurdo Station, Antarctica",Antarctica,2023-02-01,-77.75,166.75,263.80905,97147.45,257.3991,0.23775768,-1.5761604,-2.7557136e-05,0.0,1.9073486e-05,1.8954277e-05,4.0214233,267.0534,0
752,"Melbourne, Australia",Oceania,2023-02-01,-37.75,145.0,290.1489,100330.45,285.3698,2.0360975,0.53614426,-3.2295706e-05,1.0728836e-06,2.849102e-05,0.0,0.0,292.23895,4
753,"Buenos Aires, Argentina",South America,2023-02-01,-34.5,301.5,296.36374,101228.45,289.74677,-0.9170275,-0.09422684,-0.00021890295,0.0,4.1365623e-05,0.0,0.0,297.91083,0
754,"Cape Town, South Africa",Africa,2023-02-01,-34.0,18.5,294.22897,100959.45,288.18622,6.3534803,-0.5141487,-6.0995342e-05,0.0,2.6226044e-06,0.0,0.0,294.59637,1
755,"Sydney, Australia",Oceania,2023-02-01,-33.75,151.25,295.45163,100821.45,291.09637,-1.1260118,-2.139637,-0.00011908007,1.9073486e-06,0.0002142191,0.0,0.0,296.24872,0
756,"Perth, Australia",Oceania,2023-02-01,-32.0,115.75,297.47116,100837.45,288.05145,4.972621,0.24171066,-0.00011252356,2.2649765e-06,0.0,0.0,0.0,300.9538,1
757,"Sao Paulo, Brazil",South America,2023-02-01,-23.5,313.25,296.19186,92637.45,292.8542,-2.4883165,1.4604607,-0.00021762145,6.54459e-05,0.00029361248,0.0,0.0,295.72333,4
758,"Rio de Janeiro, Brazil",South America,2023-02-01,-23.0,316.75,301.1235,101039.45,296.49872,-1.2934923,-0.81297684,-0.00022192788,1.0728836e-06,6.711483e-05,0.0,0.0,301.31122,3
759,"Lima, Peru",South America,2023-02-01,-12.0,283.0,294.81882,96443.45,292.77606,0.86080456,-0.16942215,-1.4220597e-05,2.1457672e-06,2.3961067e-05,0.0,0.0,296.71356,4
760,"Nairobi, Kenya",Africa,2023-02-01,-1.25,36.75,301.69968,82738.45,280.56317,-1.2031603,-4.14159,-0.00012441468,0.0,2.503395e-06,0.0,0.0,303.40497,2
761,"Singapore, Singapore",Asia,2023-02-01,1.25,103.75,299.77585,100865.45,296.51044,-4.087926,-0.9785042,-0.00013685715,0.0,0.00016272068,0.0,0.0,300.8034,0
762,"Bogota, Colombia",South America,2023-02-01,4.75,286.0,283.10202,73395.45,282.23895,0.55611706,-1.4628792,-1.16575975e-05,1.835823e-05,3.2782555e-05,0.0,0.0,283.78778,2
763,"Lagos, Nigeria",Africa,2023-02-01,6.5,3.5,303.6196,100891.45,296.40692,1.7895155,1.0786247,-0.00027901423,9.179115e-06,2.3841858e-05,0.0,0.0,304.237,1
764,"Bangkok, Thailand",Asia,2023-02-01,13.75,100.5,301.7739,101065.45,296.06903,0.93648815,0.6679802,-2.9330375e-05,3.33786e-06,3.707409e-05,0.0,0.0,303.25262,4
